"","Date","SiteID","Latitude","Longitude","Elevation..m.","JulianDay","AphidCount","AphidDDS","hidro","New_hidro","CumAphid","CumProps","dl","dlD","PrAphid"
"14",2022-06-30,"blyton_landing",46.558703,-117.270382,303,181,1696,866.065211399451,0.0316411,0.02956829,0.563533507397737,0.563533507397737,15.5835305555556,15.6790027777778,0.246011024078909
"15",2022-07-07,"blyton_landing",46.558703,-117.270382,303,188,2993,971.915965706509,0.0316411,0.02956829,0.997679141282274,0.997679141282274,15.4740555555556,15.7884777777778,0.434145633884537
"16",2022-07-14,"blyton_landing",46.558703,-117.270382,303,195,16,1087.67590306579,0.0316411,0.02956829,1,1,15.3072027777778,15.9553305555556,0.00232085871772556
"17",2022-07-21,"blyton_landing",46.558703,-117.270382,303,202,0,1201.93814722981,0.0316411,0.02956829,1,1,15.0890972222222,16.1734361111111,0
"18",2022-07-28,"blyton_landing",46.558703,-117.270382,303,209,0,1325.68237323808,0.0316411,0.02956829,1,1,14.8268777777778,16.4356555555556,0
"19",2022-06-03,"boyer_park",46.672562,-117.443812,254,154,41,566.331032331307,0.00606368,0.03513194,0.0286512928022362,0.0286512928022362,15.4354027777778,15.4354027777778,0.0286512928022362
"20",2022-06-09,"boyer_park",46.672562,-117.443812,254,160,8,642.171032331307,0.00606368,0.03513194,0.0342417889587701,0.0342417889587701,15.5515333333333,15.5515333333333,0.00559049615653389
"21",2022-06-16,"boyer_park",46.672562,-117.443812,254,167,34,723.166032331307,0.00606368,0.03513194,0.0580013976240391,0.0580013976240391,15.6309833333333,15.6309833333333,0.023759608665269
"22",2022-06-23,"boyer_park",46.672562,-117.443812,254,174,158,812.872458021224,0.00606368,0.03513194,0.168413696715584,0.168413696715584,15.6470611111111,15.6470611111111,0.110412299091544
"23",2022-06-30,"boyer_park",46.672562,-117.443812,254,181,578,918.253994750927,0.00606368,0.03513194,0.572327044025157,0.572327044025157,15.5990833333333,15.6950388888889,0.403913347309574
"24",2022-07-07,"boyer_park",46.672562,-117.443812,254,188,608,1025.80619581159,0.00606368,0.03513194,0.997204751921733,0.997204751921733,15.4890583333333,15.8050638888889,0.424877707896576
"25",2022-07-14,"boyer_park",46.672562,-117.443812,254,195,4,1142.15543343532,0.00606368,0.03513194,1,1,15.3213833333333,15.9727388888889,0.00279524807826695
"26",2022-07-21,"boyer_park",46.672562,-117.443812,254,202,0,1257.16456202088,0.00606368,0.03513194,1,1,15.102225,16.1918972222222,0
"27",2022-07-28,"boyer_park",46.672562,-117.443812,254,209,0,1380.72574797523,0.00606368,0.03513194,1,1,14.838775,16.4553472222222,0
"28",2022-06-07,"evans_pond",46.418407,-117.114665,260,158,301,668.542494196645,0.0308333,0.10362188,0.0788784067085954,0.0788784067085954,15.4873833333333,15.4873833333333,0.0788784067085954
"29",2022-06-14,"evans_pond",46.418407,-117.114665,260,165,419,757.090719957448,0.0308333,0.10362188,0.188679245283019,0.188679245283019,15.5834777777778,15.5834777777778,0.109800838574423
"30",2022-06-21,"evans_pond",46.418407,-117.114665,260,172,2653,846.631965449285,0.0308333,0.10362188,0.883909853249476,0.883909853249476,15.6175027777778,15.6175027777778,0.695230607966457
"31",2022-06-28,"evans_pond",46.418407,-117.114665,260,179,6,957.447371124209,0.0308333,0.10362188,0.885482180293501,0.885482180293501,15.5880361111111,15.6469694444444,0.00157232704402516
"32",2022-07-05,"evans_pond",46.418407,-117.114665,260,186,399,1066.55217874632,0.0308333,0.10362188,0.990041928721174,0.990041928721174,15.4963111111111,15.7386944444444,0.104559748427673
"33",2022-07-12,"evans_pond",46.418407,-117.114665,260,193,38,1188.41262287855,0.0308333,0.10362188,1,1,15.3460333333333,15.8889722222222,0.009958071278826
"34",2022-07-19,"evans_pond",46.418407,-117.114665,260,200,0,1309.69928986165,0.0308333,0.10362188,1,1,15.1428555555556,16.09215,0
"35",2022-07-25,"evans_pond",46.418407,-117.114665,260,206,0,1414.98426696844,0.0308333,0.10362188,1,1,14.9317972222222,16.3032083333333,0
"36",2022-06-10,"grimes_road",46.728634,-117.144295,762,161,149,410.827725623554,0.194153,20.28401341,0.00667204012179832,0.00667204012179832,15.5743888888889,15.5743888888889,0.00667204012179832
"37",2022-06-20,"grimes_road",46.728634,-117.144295,762,171,100,488.984071374942,0.194153,20.28401341,0.011149919398173,0.011149919398173,15.6559666666667,15.6559666666667,0.00447787927637471
"38",2022-06-24,"grimes_road",46.728634,-117.144295,762,175,2640,534.184071374942,0.194153,20.28401341,0.129365932294465,0.129365932294465,15.6520305555556,15.6599027777778,0.118216012896292
"39",2022-07-01,"grimes_road",46.728634,-117.144295,762,182,6659,630.244914199449,0.194153,20.28401341,0.427547913308257,0.427547913308257,15.5948611111111,15.7170722222222,0.298181981013792
"40",2022-07-07,"grimes_road",46.728634,-117.144295,762,188,7595,707.089813823561,0.194153,20.28401341,0.767642844348916,0.767642844348916,15.4965888888889,15.8153444444444,0.340094931040659
"41",2022-07-15,"grimes_road",46.728634,-117.144295,762,196,5089,827.431418064361,0.194153,20.28401341,0.995522120723625,0.995522120723625,15.3001138888889,16.0118194444444,0.227879276374709
"42",2022-07-22,"grimes_road",46.728634,-117.144295,762,203,100,930.677053494705,0.194153,20.28401341,1,1,15.0736333333333,16.2383,0.00447787927637471
"43",2022-07-26,"grimes_road",46.728634,-117.144295,762,207,0,996.037015166911,0.194153,20.28401341,1,1,14.9242861111111,16.3876472222222,0
"44",2022-06-01,"hells_gate",46.350228,-117.048979,298,152,6,577.62598716196,0.00015496,0.65589288,0.000877706260971328,0.000877706260971328,15.3513027777778,15.3513027777778,0.000877706260971328
"45",2022-06-07,"hells_gate",46.350228,-117.048979,298,158,61,657.808112835985,0.00015496,0.65589288,0.00980105324751317,0.00980105324751317,15.4798777777778,15.4798777777778,0.00892334698654184
"46",2022-06-14,"hells_gate",46.350228,-117.048979,298,165,93,744.692086726444,0.00015496,0.65589288,0.0234055002925688,0.0234055002925688,15.5757333333333,15.5757333333333,0.0136044470450556
"47",2022-06-21,"hells_gate",46.350228,-117.048979,298,172,892,833.543136458159,0.00015496,0.65589288,0.15389116442364,0.15389116442364,15.609675,15.609675,0.130485664131071
"48",2022-06-28,"hells_gate",46.350228,-117.048979,298,179,5753,945.019571126604,0.00015496,0.65589288,0.995465184318315,0.995465184318315,15.5802805555556,15.6390694444444,0.841574019894675
"49",2022-07-05,"hells_gate",46.350228,-117.048979,298,186,31,1055.13596784268,0.00015496,0.65589288,1,1,15.4887861111111,15.7305638888889,0.0045348156816852
"50",2022-07-12,"hells_gate",46.350228,-117.048979,298,193,0,1178.22175064734,0.00015496,0.65589288,1,1,15.3388777777778,15.8804722222222,0
"51",2022-07-19,"hells_gate",46.350228,-117.048979,298,200,0,1301.2681811042,0.00015496,0.65589288,1,1,15.1361888888889,16.0831611111111,0
"52",2022-07-26,"hells_gate",46.350228,-117.048979,298,207,0,1427.49658349543,0.00015496,0.65589288,1,1,14.887575,16.331775,0
"53",2022-06-01,"NJ_canyon",46.512273,-117.232366,249,152,6,560.793083388567,0.0299522,0.2118598,0.00120192307692308,0.00120192307692308,15.3656916666667,15.3656916666667,0.00120192307692308
"54",2022-06-07,"NJ_canyon",46.512273,-117.232366,249,158,457,639.719848296836,0.0299522,0.2118598,0.0927483974358974,0.0927483974358974,15.4949055555556,15.4949055555556,0.0915464743589744
"55",2022-06-14,"NJ_canyon",46.512273,-117.232366,249,165,669,726.881886806202,0.0299522,0.2118598,0.226762820512821,0.226762820512821,15.5912416666667,15.5912416666667,0.134014423076923
"56",2022-06-23,"NJ_canyon",46.512273,-117.232366,249,174,2057,844.083619847082,0.0299522,0.2118598,0.638822115384615,0.638822115384615,15.6234027777778,15.6234027777778,0.412059294871795
"57",2022-06-28,"NJ_canyon",46.512273,-117.232366,249,179,1741,922.204701606278,0.0299522,0.2118598,0.987580128205128,0.987580128205128,15.5958111111111,15.6509944444444,0.348758012820513
"58",2022-07-05,"NJ_canyon",46.512273,-117.232366,249,186,62,1028.00463918728,0.0299522,0.2118598,1,1,15.5038555555556,15.74295,0.0124198717948718
"59",2022-07-12,"NJ_canyon",46.512273,-117.232366,249,193,0,1147.04545981207,0.0299522,0.2118598,1,1,15.3532055555556,15.8936,0
"60",2022-07-19,"NJ_canyon",46.512273,-117.232366,249,200,0,1264.99210944299,0.0299522,0.2118598,1,1,15.1495388888889,16.0972666666667,0
"61",2022-07-26,"NJ_canyon",46.512273,-117.232366,249,207,0,1386.48270040835,0.0299522,0.2118598,1,1,14.8997527777778,16.3470527777778,0
"62",2022-06-01,"NJ_landing",46.475847,-117.235373,283,152,18,553.721762508163,0.00669652,0.2118598,0.00717989629038692,0.00717989629038692,15.3656916666667,15.3656916666667,0.00717989629038692
"63",2022-06-07,"NJ_landing",46.475847,-117.235373,283,158,312,632.14047651531,0.00669652,0.2118598,0.131631431990427,0.131631431990427,15.4949055555556,15.4949055555556,0.12445153570004
"64",2022-06-14,"NJ_landing",46.475847,-117.235373,283,165,793,718.233437306803,0.00669652,0.2118598,0.447945751894695,0.447945751894695,15.5912416666667,15.5912416666667,0.316314319904268
"65",2022-06-23,"NJ_landing",46.475847,-117.235373,283,174,808,834.787763890322,0.00669652,0.2118598,0.770243318707619,0.770243318707619,15.6234027777778,15.6234027777778,0.322297566812924
"66",2022-06-28,"NJ_landing",46.475847,-117.235373,283,179,150,913.08092721363,0.00669652,0.2118598,0.830075787794176,0.830075787794176,15.5958111111111,15.6509944444444,0.0598324690865576
"67",2022-07-05,"NJ_landing",46.475847,-117.235373,283,186,384,1019.28637498991,0.00669652,0.2118598,0.983246908655764,0.983246908655764,15.5038555555556,15.74295,0.153171120861588
"68",2022-07-12,"NJ_landing",46.475847,-117.235373,283,193,42,1138.83077638009,0.00669652,0.2118598,1,1,15.3532055555556,15.8936,0.0167530913442361
"69",2022-07-19,"NJ_landing",46.475847,-117.235373,283,200,0,1257.351483912,0.00669652,0.2118598,1,1,15.1495388888889,16.0972666666667,0
"70",2022-07-26,"NJ_landing",46.475847,-117.235373,283,207,0,1379.62400877377,0.00669652,0.2118598,1,1,14.8997527777778,16.3470527777778,0
"71",2022-06-02,"rose_creek",46.825715,-117.20741,727,153,23,335.597784475589,0.196728,23.60039537,0.00281483294578387,0.00281483294578387,15.4340416666667,15.4340416666667,0.00281483294578387
"72",2022-06-09,"rose_creek",46.825715,-117.20741,727,160,30,405.602784475589,0.196728,23.60039537,0.006486354179415,0.006486354179415,15.5746527777778,15.5746527777778,0.00367152123363113
"73",2022-06-16,"rose_creek",46.825715,-117.20741,727,167,77,464.447074249851,0.196728,23.60039537,0.0159099253457349,0.0159099253457349,15.6547083333333,15.6547083333333,0.00942357116631991
"74",2022-06-24,"rose_creek",46.825715,-117.20741,727,175,954,542.237074249851,0.196728,23.60039537,0.132664300575205,0.132664300575205,15.6679333333333,15.6679333333333,0.11675437522947
"75",2022-06-30,"rose_creek",46.825715,-117.20741,727,181,3045,623.824227437348,0.196728,23.60039537,0.505323705788765,0.505323705788765,15.6225638888889,15.7133027777778,0.37265940521356
"76",2022-07-07,"rose_creek",46.825715,-117.20741,727,188,3162,714.357352976078,0.196728,23.60039537,0.892302043813487,0.892302043813487,15.5117055555556,15.8241611111111,0.386978338024722
"77",2022-07-14,"rose_creek",46.825715,-117.20741,727,195,880,818.345225304716,0.196728,23.60039537,1,1,15.3427861111111,15.9930805555556,0.107697956186513
"78",2022-07-21,"rose_creek",46.825715,-117.20741,727,202,0,921.354272380834,0.196728,23.60039537,1,1,15.1220416666667,16.213825,0
"79",2022-07-29,"rose_creek",46.825715,-117.20741,727,210,0,1056.76576749993,0.196728,23.60039537,1,1,14.8156361111111,16.5202305555556,0
"80",2022-08-04,"rose_creek",46.825715,-117.20741,727,216,0,1160.29318845962,0.196728,23.60039537,1,1,14.5544111111111,16.7814555555556,0
"81",2022-06-10,"sunshine_road",46.730593,-117.086348,782,161,113,399.845920141236,0.194153,23.24101975,0.00756561328334226,0.00756561328334226,15.5743888888889,15.5743888888889,0.00756561328334226
"82",2022-06-20,"sunshine_road",46.730593,-117.086348,782,171,617,476.178717368488,0.194153,23.24101975,0.0488752008569898,0.0488752008569898,15.6559666666667,15.6559666666667,0.0413095875736476
"83",2022-06-24,"sunshine_road",46.730593,-117.086348,782,175,1308,520.843717368488,0.194153,23.24101975,0.136448848419925,0.136448848419925,15.6520305555556,15.6599027777778,0.0875736475629352
"84",2022-07-01,"sunshine_road",46.730593,-117.086348,782,182,6113,616.402276890224,0.194153,23.24101975,0.545728441349759,0.545728441349759,15.5948611111111,15.7170722222222,0.409279592929834
"85",2022-07-07,"sunshine_road",46.730593,-117.086348,782,188,6509,692.806993285579,0.194153,23.24101975,0.981521156936261,0.981521156936261,15.4965888888889,15.8153444444444,0.435792715586502
"86",2022-07-15,"sunshine_road",46.730593,-117.086348,782,196,258,812.611878119462,0.194153,23.24101975,0.99879485806106,0.99879485806106,15.3001138888889,16.0118194444444,0.0172737011247991
"87",2022-07-22,"sunshine_road",46.730593,-117.086348,782,203,18,915.214159109563,0.194153,23.24101975,1,1,15.0736333333333,16.2383,0.00120514193893948
"88",2022-07-29,"sunshine_road",46.730593,-117.086348,782,210,0,1036.38250817743,0.194153,23.24101975,1,1,14.8038388888889,16.5080944444444,0
"89",2022-08-04,"sunshine_road",46.730593,-117.086348,782,216,0,1140.33882212675,0.194153,23.24101975,1,1,14.5437972222222,16.7681361111111,0
"90",2022-06-03,"wawawai_park",46.637734,-117.374887,303,154,90,538.928923647533,0.00125819,0.31204836,0.0215982721382289,0.0215982721382289,15.428025,15.428025,0.0215982721382289
"91",2022-06-09,"wawawai_park",46.637734,-117.374887,303,160,225,612.798923647533,0.00125819,0.31204836,0.0755939524838013,0.0755939524838013,15.5438666666667,15.5438666666667,0.0539956803455724
"92",2022-06-16,"wawawai_park",46.637734,-117.374887,303,167,928,691.178923647533,0.00125819,0.31204836,0.298296136309095,0.298296136309095,15.6231166666667,15.6231166666667,0.222702183825294
"93",2022-06-23,"wawawai_park",46.637734,-117.374887,303,174,1639,778.576030710901,0.00125819,0.31204836,0.691624670026398,0.691624670026398,15.6391527777778,15.6391527777778,0.393328533717303
"94",2022-06-30,"wawawai_park",46.637734,-117.374887,303,181,1234,882.679424061256,0.00125819,0.31204836,0.98776097912167,0.98776097912167,15.5912972222222,15.6870083333333,0.296136309095272
"95",2022-07-07,"wawawai_park",46.637734,-117.374887,303,188,51,988.6721897687,0.00125819,0.31204836,1,1,15.4815472222222,15.7967583333333,0.0122390208783297
"96",2022-07-14,"wawawai_park",46.637734,-117.374887,303,195,0,1104.06883321894,0.00125819,0.31204836,1,1,15.3142833333333,15.9640222222222,0
"97",2022-07-21,"wawawai_park",46.637734,-117.374887,303,202,0,1218.04215503564,0.00125819,0.31204836,1,1,15.0956527777778,16.1826527777778,0
"98",2022-07-28,"wawawai_park",46.637734,-117.374887,303,209,0,1341.05477263365,0.00125819,0.31204836,1,1,14.8328194444444,16.4454861111111,0
